,Unnamed: 0,unix_s,low,high,open,close,volume,UTC_datetime,Beijing_datetime
119,119,1643673600,37998.68,39279.27,38431.13,38701.13,660.92190719,2022-02-01,2022-02-01 08:00:00
118,118,1643760000,36588.65,38863.26,38711.0,36905.1,649.11062638,2022-02-02,2022-02-02 08:00:00
117,117,1643846400,36250.0,37360.02,36883.24,37309.04,491.69737653,2022-02-03,2022-02-03 08:00:00
116,116,1643932800,37026.47,41731.26,37314.12,41570.79,876.37064231,2022-02-04,2022-02-04 08:00:00
115,115,1644019200,40924.01,41944.33,41570.64,41383.93,413.23217717,2022-02-05,2022-02-05 08:00:00
114,114,1644105600,41121.38,42652.97,41376.35,42394.82,332.42969824,2022-02-06,2022-02-06 08:00:00
113,113,1644192000,41647.24,44512.39,42388.66,43826.63,852.11034717,2022-02-07,2022-02-07 08:00:00
112,112,1644278400,42655.2,45506.0,43836.09,44048.52,1090.91677257,2022-02-08,2022-02-08 08:00:00
111,111,1644364800,43120.68,44811.35,44052.5,44382.29,736.48606592,2022-02-09,2022-02-09 08:00:00
110,110,1644451200,43166.66,45825.15,44382.29,43479.98,985.23212599,2022-02-10,2022-02-10 08:00:00
109,109,1644537600,41955.48,43917.17,43487.58,42379.63,806.76388306,2022-02-11,2022-02-11 08:00:00
108,108,1644624000,41742.55,43013.51,42366.95,42199.35,412.09587909,2022-02-12,2022-02-12 08:00:00
107,107,1644710400,41872.09,42749.62,42184.21,42062.44,420.77241328,2022-02-13,2022-02-13 08:00:00
106,106,1644796800,41555.44,42825.2,42063.38,42524.79,696.87840159,2022-02-14,2022-02-14 08:00:00
105,105,1644883200,42432.86,44743.9,42539.78,44528.3,649.44000876,2022-02-15,2022-02-15 08:00:00
104,104,1644969600,43310.64,44554.49,44554.48,43856.67,469.75008016,2022-02-16,2022-02-16 08:00:00
103,103,1645056000,40063.3,44152.18,43867.23,40515.88,982.47099525,2022-02-17,2022-02-17 08:00:00
102,102,1645142400,39454.41,40956.95,40513.24,39983.85,890.88182192,2022-02-18,2022-02-18 08:00:00
101,101,1645228800,39632.84,40440.92,39957.45,40091.77,263.08083308,2022-02-19,2022-02-19 08:00:00
100,100,1645315200,37955.13,40129.4,40081.8,38390.11,501.08204384,2022-02-20,2022-02-20 08:00:00
99,99,1645401600,36775.59,39480.66,38382.21,37017.33,1051.6223896,2022-02-21,2022-02-21 08:00:00
98,98,1645488000,36343.47,38423.87,37014.07,38241.17,956.77443508,2022-02-22,2022-02-22 08:00:00
97,97,1645574400,37056.65,39257.92,38247.44,37255.4,901.10883115,2022-02-23,2022-02-23 08:00:00
96,96,1645660800,34323.54,39760.77,37255.96,38329.44,1479.98883036,2022-02-24,2022-02-24 08:00:00
95,95,1645747200,38025.08,39677.77,38316.16,39222.89,722.49675351,2022-02-25,2022-02-25 08:00:00
94,94,1645833600,38579.15,40312.8,39210.17,39124.1,397.84943072,2022-02-26,2022-02-26 08:00:00
93,93,1645920000,36999.0,39845.97,39107.41,37692.51,563.19185947,2022-02-27,2022-02-27 08:00:00
92,92,1646006400,37450.27,44198.61,37694.84,43179.1,1015.97592879,2022-02-28,2022-02-28 08:00:00
91,91,1646092800,42842.84,44954.54,43168.1,44430.37,795.40683143,2022-03-01,2022-03-01 08:00:00
90,90,1646179200,43335.34,45315.23,44430.37,43894.43,616.79095299,2022-03-02,2022-03-02 08:00:00
89,89,1646265600,41830.21,44085.65,43887.95,42462.2,554.29742435,2022-03-03,2022-03-03 08:00:00
88,88,1646352000,38560.2,42527.43,42465.41,39153.2,736.6912347,2022-03-04,2022-03-04 08:00:00
87,87,1646438400,38575.31,39617.45,39147.01,39397.62,402.02906873,2022-03-05,2022-03-05 08:00:00
86,86,1646524800,38093.16,39690.0,39392.43,38405.71,642.01279328,2022-03-06,2022-03-06 08:00:00
85,85,1646611200,37162.15,39549.48,38393.39,37987.0,792.06252206,2022-03-07,2022-03-07 08:00:00
84,84,1646697600,37866.31,39370.68,37990.32,38728.64,911.92135593,2022-03-08,2022-03-08 08:00:00
83,83,1646784000,38654.95,42576.34,38704.93,41944.14,871.88853303,2022-03-09,2022-03-09 08:00:00
82,82,1646870400,38559.85,42024.1,41951.6,39409.98,1004.55210668,2022-03-10,2022-03-10 08:00:00
81,81,1646956800,38228.97,40234.5,39423.06,38742.1,846.01809774,2022-03-11,2022-03-11 08:00:00
80,80,1647043200,38664.8,39473.37,38726.28,38808.04,261.77349798,2022-03-12,2022-03-12 08:00:00
79,79,1647129600,37583.9,39309.11,38808.42,37768.78,406.31509869,2022-03-13,2022-03-13 08:00:00
78,78,1647216000,37561.22,39919.11,37764.88,39665.67,694.17048481,2022-03-14,2022-03-14 08:00:00
77,77,1647302400,38114.39,39892.43,39665.03,39276.91,733.50387468,2022-03-15,2022-03-15 08:00:00
76,76,1647388800,38834.9,41701.63,39291.52,41126.12,1196.71999611,2022-03-16,2022-03-16 08:00:00
75,75,1647475200,40449.93,41477.82,41134.42,40924.82,539.95959432,2022-03-17,2022-03-17 08:00:00
74,74,1647561600,40142.56,42333.33,40911.28,41763.72,508.97957398,2022-03-18,2022-03-18 08:00:00
73,73,1647648000,41512.0,42403.05,41767.81,42212.78,415.78936284,2022-03-19,2022-03-19 08:00:00
72,72,1647734400,40901.19,42282.38,42204.99,41256.38,432.12956699,2022-03-20,2022-03-20 08:00:00
71,71,1647820800,40487.05,41545.45,41268.79,41010.07,734.97931633,2022-03-21,2022-03-21 08:00:00
70,70,1647907200,40883.33,43343.94,40999.92,42350.33,878.11967002,2022-03-22,2022-03-22 08:00:00
69,69,1647993600,41750.0,43023.41,42352.37,42879.26,822.46474559,2022-03-23,2022-03-23 08:00:00
68,68,1648080000,42588.91,44219.02,42891.87,43968.79,1036.53610043,2022-03-24,2022-03-24 08:00:00
67,67,1648166400,43591.42,45101.32,43958.11,44329.36,766.61475217,2022-03-25,2022-03-25 08:00:00
66,66,1648252800,44078.3,44798.65,44334.92,44524.71,237.58705678,2022-03-26,2022-03-26 08:00:00
65,65,1648339200,44430.78,46965.29,44520.88,46827.03,545.50064695,2022-03-27,2022-03-27 08:00:00
64,64,1648425600,46650.04,48200.0,46817.61,47112.93,804.03370867,2022-03-28,2022-03-28 08:00:00
63,63,1648512000,46838.91,48098.2,47118.74,47434.39,595.05513687,2022-03-29,2022-03-29 08:00:00
62,62,1648598400,46525.0,47694.45,47410.13,47068.32,496.35018226,2022-03-30,2022-03-30 08:00:00
61,61,1648684800,45202.25,47603.21,47047.22,45521.55,736.35288761,2022-03-31,2022-03-31 08:00:00
60,60,1648771200,44218.79,46713.66,45559.92,46284.4,754.84196287,2022-04-01,2022-04-01 08:00:00
59,59,1648857600,45625.55,47219.0,46276.15,45799.38,368.31321117,2022-04-02,2022-04-02 08:00:00
58,58,1648944000,45536.58,47483.11,45856.16,46415.84,533.83918325,2022-04-03,2022-04-03 08:00:00
57,57,1649030400,45114.36,46883.88,46418.81,46587.61,575.58592305,2022-04-04,2022-04-04 08:00:00
56,56,1649116800,45365.15,47200.0,46576.53,45493.71,580.39357483,2022-04-05,2022-04-05 08:00:00
55,55,1649203200,43122.0,45501.95,45488.3,43155.84,1076.29528091,2022-04-06,2022-04-06 08:00:00
54,54,1649289600,42741.48,43896.66,43140.0,43442.56,548.0018214,2022-04-07,2022-04-07 08:00:00
53,53,1649376000,42102.14,43975.81,43416.66,42236.73,323.54918958,2022-04-08,2022-04-08 08:00:00
52,52,1649462400,42121.51,42796.26,42225.83,42703.2,125.23986153,2022-04-09,2022-04-09 08:00:00
51,51,1649548800,41882.15,43412.17,42729.62,42140.81,181.04682361,2022-04-10,2022-04-10 08:00:00
50,50,1649635200,39207.75,42407.06,42124.48,39532.38,665.54610225,2022-04-11,2022-04-11 08:00:00
49,49,1649721600,39255.12,40735.71,39519.62,40103.61,514.96308462,2022-04-12,2022-04-12 08:00:00
48,48,1649808000,39586.48,41549.45,40117.19,41081.46,528.4849419,2022-04-13,2022-04-13 08:00:00
47,47,1649894400,39566.16,41491.4,41069.23,39942.65,390.24582692,2022-04-14,2022-04-14 08:00:00
46,46,1649980800,39768.49,40859.08,39939.19,40547.22,318.3810483,2022-04-15,2022-04-15 08:00:00
45,45,1650067200,39997.89,40698.42,40553.32,40386.7,175.77773074,2022-04-16,2022-04-16 08:00:00
44,44,1650153600,39550.0,40594.83,40380.45,39674.6,231.83211462,2022-04-17,2022-04-17 08:00:00
43,43,1650240000,38540.53,41097.0,39639.89,40798.23,705.14874091,2022-04-18,2022-04-18 08:00:00
42,42,1650326400,40570.82,41761.89,40796.32,41486.55,369.34560588,2022-04-19,2022-04-19 08:00:00
41,41,1650412800,40858.28,42195.9,41485.54,41373.08,576.02290144,2022-04-20,2022-04-20 08:00:00
40,40,1650499200,39774.18,42974.35,41371.18,40474.81,950.36996727,2022-04-21,2022-04-21 08:00:00
39,39,1650585600,39177.28,40792.18,40474.81,39712.74,814.36771463,2022-04-22,2022-04-22 08:00:00
38,38,1650672000,39290.94,39973.68,39709.01,39418.29,177.09075767,2022-04-23,2022-04-23 08:00:00
37,37,1650758400,38978.18,39941.94,39445.81,39450.12,281.13160632,2022-04-24,2022-04-24 08:00:00
36,36,1650844800,38200.0,40607.66,39432.43,40431.64,1140.29544165,2022-04-25,2022-04-25 08:00:00
35,35,1650931200,37700.0,40794.1,40439.0,38116.22,1216.58097461,2022-04-26,2022-04-26 08:00:00
34,34,1651017600,37880.05,39469.66,38122.53,39227.98,1194.77876518,2022-04-27,2022-04-27 08:00:00
33,33,1651104000,38885.41,40379.99,39224.23,39764.17,1011.63886147,2022-04-28,2022-04-28 08:00:00
32,32,1651190400,38170.71,39919.88,39752.21,38602.48,995.14618805,2022-04-29,2022-04-29 08:00:00
31,31,1651276800,37570.1,38793.1,38600.0,37636.49,341.67194036,2022-04-30,2022-04-30 08:00:00
30,30,1651363200,37381.09,38678.55,37636.8,38471.85,278.25633517,2022-05-01,2022-05-01 08:00:00
29,29,1651449600,38043.92,39164.39,38470.65,38528.52,694.1459329,2022-05-02,2022-05-02 08:00:00
28,28,1651536000,37515.2,38653.55,38510.52,37723.31,487.56308467,2022-05-03,2022-05-03 08:00:00
27,27,1651622400,37662.32,40039.17,37717.61,39692.84,688.93356725,2022-05-04,2022-05-04 08:00:00
26,26,1651708800,35587.89,39841.68,39682.39,36557.97,703.14328283,2022-05-05,2022-05-05 08:00:00
25,25,1651795200,35260.23,36671.08,36549.84,36009.72,968.48030055,2022-05-06,2022-05-06 08:00:00
24,24,1651881600,34747.8,36134.29,36006.37,35465.3,400.67560241,2022-05-07,2022-05-07 08:00:00
23,23,1651968000,33710.74,35503.6,35457.1,34039.14,718.04425791,2022-05-08,2022-05-08 08:00:00
22,22,1652054400,30038.14,34250.23,34058.44,30100.13,1941.08235622,2022-05-09,2022-05-09 08:00:00
21,21,1652140800,29740.0,32649.2,30078.65,31015.96,2313.11168071,2022-05-10,2022-05-10 08:00:00
20,20,1652227200,27804.46,32144.53,31021.41,29124.94,3334.20874933,2022-05-11,2022-05-11 08:00:00
19,19,1652313600,26676.57,30226.79,29127.25,29027.85,2706.55445087,2022-05-12,2022-05-12 08:00:00
18,18,1652400000,28755.67,31062.13,28980.63,29288.45,658.4460384,2022-05-13,2022-05-13 08:00:00
17,17,1652486400,28641.41,30328.76,29301.22,30082.28,408.51449592,2022-05-14,2022-05-14 08:00:00
16,16,1652572800,29478.16,31459.92,30092.74,31334.06,392.64790272,2022-05-15,2022-05-15 08:00:00
15,15,1652659200,29096.52,31306.88,31298.11,29875.06,900.32910933,2022-05-16,2022-05-16 08:00:00
14,14,1652745600,29453.33,30779.88,29886.23,30454.25,563.36862364,2022-05-17,2022-05-17 08:00:00
13,13,1652832000,28645.0,30710.79,30445.97,28705.24,351.85244496,2022-05-18,2022-05-18 08:00:00
12,12,1652918400,28689.52,30549.25,28727.4,30304.99,491.50819733,2022-05-19,2022-05-19 08:00:00
11,11,1653004800,28733.22,30769.43,30297.54,29212.33,303.57391391,2022-05-20,2022-05-20 08:00:00
10,10,1653091200,28938.25,29647.61,29220.54,29447.13,120.81253005,2022-05-21,2022-05-21 08:00:00
9,9,1653177600,29258.61,30490.0,29465.22,30289.42,246.87097395,2022-05-22,2022-05-22 08:00:00
8,8,1653264000,28874.0,30661.67,30289.42,29108.07,561.41796245,2022-05-23,2022-05-23 08:00:00
7,7,1653350400,28668.86,29846.31,29105.09,29646.54,461.4003957,2022-05-24,2022-05-24 08:00:00
6,6,1653436800,29317.63,30222.67,29640.0,29537.77,736.55442076,2022-05-25,2022-05-25 08:00:00
5,5,1653523200,28024.41,29884.03,29546.29,29207.81,1566.25704038,2022-05-26,2022-05-26 08:00:00
4,4,1653609600,28284.86,29387.61,29198.36,28636.61,1271.0703697,2022-05-27,2022-05-27 08:00:00
3,3,1653696000,28537.02,29256.42,28643.45,29038.63,315.23098178,2022-05-28,2022-05-28 08:00:00
2,2,1653782400,28845.7,29595.84,29019.54,29466.78,177.99242058,2022-05-29,2022-05-29 08:00:00
1,1,1653868800,29309.69,32231.67,29456.25,31744.89,1156.46635754,2022-05-30,2022-05-30 08:00:00
0,0,1653955200,31234.08,32408.86,31741.03,31806.93,856.03332765,2022-05-31,2022-05-31 08:00:00
213,213,1654041600,29332.22,31983.61,31814.41,29809.15,1092.97826477,2022-06-01,2022-06-01 08:00:00
212,212,1654128000,29593.53,30692.25,29807.81,30475.6,721.51995688,2022-06-02,2022-06-02 08:00:00
211,211,1654214400,29284.49,30694.31,30472.2,29704.64,695.52978372,2022-06-03,2022-06-03 08:00:00
210,210,1654300800,29485.25,29979.59,29707.59,29885.05,91.6573677,2022-06-04,2022-06-04 08:00:00
209,209,1654387200,29526.01,30187.52,29870.73,29915.67,77.36387192,2022-06-05,2022-06-05 08:00:00
208,208,1654473600,29891.03,31761.19,29910.0,31374.79,774.00333962,2022-06-06,2022-06-06 08:00:00
207,207,1654560000,29228.33,31579.09,31380.0,31122.0,911.97950285,2022-06-07,2022-06-07 08:00:00
206,206,1654646400,29850.0,31319.13,31139.28,30207.07,490.72852787,2022-06-08,2022-06-08 08:00:00
205,205,1654732800,29943.42,30699.02,30244.35,30101.22,477.24785409,2022-06-09,2022-06-09 08:00:00
204,204,1654819200,28844.37,30370.27,30104.73,29095.3,1210.04697444,2022-06-10,2022-06-10 08:00:00
203,203,1654905600,28110.0,29440.8,29084.9,28440.15,340.31917471,2022-06-11,2022-06-11 08:00:00
202,202,1654992000,26561.21,28525.64,28406.67,26592.99,603.78977705,2022-06-12,2022-06-12 08:00:00
201,201,1655078400,21950.0,26879.05,26566.26,22495.79,2844.50409197,2022-06-13,2022-06-13 08:00:00
200,200,1655164800,20842.31,23354.5,22475.25,22131.2,1902.98136382,2022-06-14,2022-06-14 08:00:00
199,199,1655251200,20109.0,22800.15,22130.92,22577.58,2118.80524178,2022-06-15,2022-06-15 08:00:00
198,198,1655337600,20229.28,22983.43,22575.15,20405.54,1474.2591653,2022-06-16,2022-06-16 08:00:00
197,197,1655424000,20241.0,21360.0,20400.28,20473.68,851.13319583,2022-06-17,2022-06-17 08:00:00
196,196,1655510400,17611.94,20772.81,20450.33,18977.46,1206.00181932,2022-06-18,2022-06-18 08:00:00
195,195,1655596800,17956.04,20824.61,18994.73,20572.64,1132.97052394,2022-06-19,2022-06-19 08:00:00
194,194,1655683200,19643.56,21066.66,20572.64,20569.06,790.27327877,2022-06-20,2022-06-20 08:00:00
193,193,1655769600,20358.0,21722.03,20581.21,20717.76,866.76868572,2022-06-21,2022-06-21 08:00:00
192,192,1655856000,19780.17,20893.73,20724.83,19988.0,919.53902691,2022-06-22,2022-06-22 08:00:00
191,191,1655942400,19882.75,21232.49,20007.5,21110.35,996.32134515,2022-06-23,2022-06-23 08:00:00
190,190,1656028800,20740.39,21551.15,21106.12,21238.22,819.19059884,2022-06-24,2022-06-24 08:00:00
189,189,1656115200,20914.18,21620.04,21246.93,21490.28,203.68644049,2022-06-25,2022-06-25 08:00:00
188,188,1656201600,20969.95,21878.83,21492.13,21029.86,391.97569613,2022-06-26,2022-06-26 08:00:00
187,187,1656288000,20504.74,21533.44,21041.39,20731.83,688.22056664,2022-06-27,2022-06-27 08:00:00
186,186,1656374400,20202.98,21208.81,20732.81,20275.07,685.46026294,2022-06-28,2022-06-28 08:00:00
185,185,1656460800,19855.0,20437.02,20276.96,20113.32,928.44049813,2022-06-29,2022-06-29 08:00:00
184,184,1656547200,18609.14,20164.65,20119.3,19958.25,1351.86879039,2022-06-30,2022-06-30 08:00:00
183,183,1656633600,18973.8,20917.32,19947.49,19281.51,1470.2172652,2022-07-01,2022-07-01 08:00:00
182,182,1656720000,18983.79,19443.32,19276.74,19255.49,583.53411456,2022-07-02,2022-07-02 08:00:00
181,181,1656806400,18782.46,19645.45,19239.63,19314.48,537.85718571,2022-07-03,2022-07-03 08:00:00
180,180,1656892800,19054.22,20346.31,19309.75,20238.5,960.03945631,2022-07-04,2022-07-04 08:00:00
179,179,1656979200,19307.93,20745.92,20232.66,20180.87,1160.74342257,2022-07-05,2022-07-05 08:00:00
178,178,1657065600,19770.52,20670.74,20180.87,20565.36,1194.64811036,2022-07-06,2022-07-06 08:00:00
177,177,1657152000,20265.92,21841.6,20567.27,21633.57,775.77124512,2022-07-07,2022-07-07 08:00:00
176,176,1657238400,21192.43,22500.27,21648.48,21611.04,1042.33309137,2022-07-08,2022-07-08 08:00:00
175,175,1657324800,21336.66,21975.64,21602.8,21592.2,554.57658853,2022-07-09,2022-07-09 08:00:00
174,174,1657411200,20653.06,21599.48,21581.58,20857.49,348.94519589,2022-07-10,2022-07-10 08:00:00
173,173,1657497600,19885.32,20853.74,20853.74,19960.21,624.96103359,2022-07-11,2022-07-11 08:00:00
172,172,1657584000,19251.75,20050.56,19965.53,19337.63,734.97308991,2022-07-12,2022-07-12 08:00:00
171,171,1657670400,18916.0,20356.04,19349.0,20247.51,1488.57306297,2022-07-13,2022-07-13 08:00:00
170,170,1657756800,19628.83,20896.55,20238.83,20595.99,1230.41666037,2022-07-14,2022-07-14 08:00:00
169,169,1657843200,20386.59,21193.0,20592.63,20835.72,644.76981,2022-07-15,2022-07-15 08:00:00
168,168,1657929600,20474.1,21577.29,20848.79,21203.09,504.05376498,2022-07-16,2022-07-16 08:00:00
167,167,1658016000,20755.74,21676.42,21197.54,20790.29,478.62685443,2022-07-17,2022-07-17 08:00:00
166,166,1658102400,20769.52,22773.06,20804.24,22437.64,1162.84147666,2022-07-18,2022-07-18 08:00:00
165,165,1658188800,21583.37,23801.38,22447.72,23397.7,2694.87929386,2022-07-19,2022-07-19 08:00:00
164,164,1658275200,22925.38,24268.57,23394.31,23211.23,2609.37106496,2022-07-20,2022-07-20 08:00:00
163,163,1658361600,22344.01,23422.83,23214.24,23146.82,2102.48122866,2022-07-21,2022-07-21 08:00:00
162,162,1658448000,22502.91,23755.5,23153.16,22681.93,1446.53081218,2022-07-22,2022-07-22 08:00:00
161,161,1658534400,21948.42,22995.55,22681.93,22452.85,1220.86220036,2022-07-23,2022-07-23 08:00:00
160,160,1658620800,22273.25,23007.72,22455.58,22575.22,468.64612881,2022-07-24,2022-07-24 08:00:00
159,159,1658707200,21212.83,22660.6,22580.0,21304.42,1660.39231566,2022-07-25,2022-07-25 08:00:00
158,158,1658793600,20725.53,21346.32,21311.68,21250.13,1505.55327233,2022-07-26,2022-07-26 08:00:00
157,157,1658880000,21045.99,23103.38,21263.4,22961.23,2947.39030066,2022-07-27,2022-07-27 08:00:00
156,156,1658966400,22586.2,24198.28,22961.23,23845.77,2145.29148426,2022-07-28,2022-07-28 08:00:00
155,155,1659052800,23424.44,24447.96,23845.73,23773.4,1423.56953396,2022-07-29,2022-07-29 08:00:00
154,154,1659139200,23515.04,24694.4,23785.36,23623.56,851.10767458,2022-07-30,2022-07-30 08:00:00
153,153,1659225600,23234.29,24189.78,23626.35,23288.13,642.31072314,2022-07-31,2022-07-31 08:00:00
152,152,1659312000,22850.01,23500.0,23290.61,23270.74,681.64020024,2022-08-01,2022-08-01 08:00:00
151,151,1659398400,22658.94,23450.0,23273.72,22984.42,781.97682802,2022-08-02,2022-08-02 08:00:00
150,150,1659484800,22688.0,23653.99,22989.59,22807.91,860.96786107,2022-08-03,2022-08-03 08:00:00
149,149,1659571200,22391.5,23216.24,22805.27,22617.43,809.1593202,2022-08-04,2022-08-04 08:00:00
148,148,1659657600,22592.85,23466.13,22617.61,23314.99,633.35789598,2022-08-05,2022-08-05 08:00:00
147,147,1659744000,22916.74,23351.32,23312.92,22954.95,100.67021198,2022-08-06,2022-08-06 08:00:00
146,146,1659830400,22850.0,23398.44,22945.8,23174.95,124.14382253,2022-08-07,2022-08-07 08:00:00
145,145,1659916800,23159.47,24239.26,23174.95,23817.54,451.46566799,2022-08-08,2022-08-08 08:00:00
144,144,1660003200,22858.0,23923.69,23815.79,23144.88,339.26987431,2022-08-09,2022-08-09 08:00:00
143,143,1660089600,22660.0,24220.45,23144.88,23957.74,791.69811208,2022-08-10,2022-08-10 08:00:00
142,142,1660176000,23859.09,24928.64,23947.6,23938.75,518.48029722,2022-08-11,2022-08-11 08:00:00
141,141,1660262400,23595.77,24447.43,23938.75,24403.49,263.82379829,2022-08-12,2022-08-12 08:00:00
140,140,1660348800,24301.77,24883.65,24403.49,24438.38,191.9356878,2022-08-13,2022-08-13 08:00:00
139,139,1660435200,24156.35,25039.03,24442.98,24307.36,222.27967229,2022-08-14,2022-08-14 08:00:00
138,138,1660521600,23776.23,25201.06,24309.54,24096.99,392.55952835,2022-08-15,2022-08-15 08:00:00
137,137,1660608000,23676.3,24237.82,24094.57,23863.6,379.31302602,2022-08-16,2022-08-16 08:00:00
136,136,1660694400,23183.75,24440.25,23867.68,23332.48,459.6983349,2022-08-17,2022-08-17 08:00:00
135,135,1660780800,23117.27,23597.62,23332.48,23198.17,211.45901376,2022-08-18,2022-08-18 08:00:00
134,134,1660867200,20780.67,23201.03,23196.87,20837.11,674.36107683,2022-08-19,2022-08-19 08:00:00
133,133,1660953600,20774.46,21367.38,20846.18,21148.62,365.03288846,2022-08-20,2022-08-20 08:00:00
132,132,1661040000,21076.68,21783.47,21148.62,21511.13,219.91219743,2022-08-21,2022-08-21 08:00:00
131,131,1661126400,20895.61,21537.25,21512.29,21399.83,439.26081578,2022-08-22,2022-08-22 08:00:00
130,130,1661212800,20895.16,21678.96,21401.97,21531.31,240.87365656,2022-08-23,2022-08-23 08:00:00
129,129,1661299200,21155.31,21893.17,21533.95,21365.31,345.18598531,2022-08-24,2022-08-24 08:00:00
128,128,1661385600,21311.13,21816.97,21365.31,21559.68,224.41395953,2022-08-25,2022-08-25 08:00:00
127,127,1661472000,20118.81,21868.82,21526.84,20231.72,555.39911886,2022-08-26,2022-08-26 08:00:00
126,126,1661558400,19781.97,20372.28,20220.92,20008.79,242.77271986,2022-08-27,2022-08-27 08:00:00
125,125,1661644800,19521.64,20154.98,20001.89,19553.35,168.71621162,2022-08-28,2022-08-28 08:00:00
124,124,1661731200,19559.24,20423.19,19561.45,20297.48,304.46608345,2022-08-29,2022-08-29 08:00:00
123,123,1661817600,19544.18,20569.42,20285.83,19823.35,314.49927795,2022-08-30,2022-08-30 08:00:00
122,122,1661904000,19819.01,20491.18,19832.64,20013.73,358.01952335,2022-08-31,2022-08-31 08:00:00
121,121,1661990400,19570.42,20200.0,20045.85,20101.3,301.13123338,2022-09-01,2022-09-01 08:00:00
120,120,1662076800,19757.03,20433.68,20089.09,19953.68,415.21236158,2022-09-02,2022-09-02 08:00:00
119,119,1662163200,19657.51,20054.92,19953.68,19832.89,98.12194767,2022-09-03,2022-09-03 08:00:00
118,118,1662249600,19597.6,20021.36,19832.89,19999.06,174.53803448,2022-09-04,2022-09-04 08:00:00
117,117,1662336000,19641.0,20055.65,20013.09,19806.24,296.75398409,2022-09-05,2022-09-05 08:00:00
116,116,1662422400,18624.64,20169.25,19806.6,18795.36,956.8098505,2022-09-06,2022-09-06 08:00:00
115,115,1662508800,18532.73,19455.66,18797.82,19306.27,597.39221457,2022-09-07,2022-09-07 08:00:00
114,114,1662595200,19019.86,19450.48,19286.94,19315.66,768.65995895,2022-09-08,2022-09-08 08:00:00
113,113,1662681600,19310.57,21620.68,19319.45,21374.96,1190.31580697,2022-09-09,2022-09-09 08:00:00
112,112,1662768000,21128.81,21811.38,21366.39,21655.21,291.43687563,2022-09-10,2022-09-10 08:00:00
111,111,1662854400,21352.38,21867.14,21657.14,21852.26,279.65332284,2022-09-11,2022-09-11 08:00:00
110,110,1662940800,21544.62,22481.1,21810.48,22389.93,767.12749073,2022-09-12,2022-09-12 08:00:00
109,109,1663027200,19877.8,22789.98,22394.78,20164.1,1113.80399975,2022-09-13,2022-09-13 08:00:00
108,108,1663113600,19615.71,20531.33,20162.92,20189.12,743.75920777,2022-09-14,2022-09-14 08:00:00
107,107,1663200000,19500.0,20327.17,20211.13,19701.0,596.50299407,2022-09-15,2022-09-15 08:00:00
106,106,1663286400,19325.01,20355.03,19704.35,19803.37,659.3855819,2022-09-16,2022-09-16 08:00:00
105,105,1663372800,19753.13,20182.83,19794.9,20113.28,305.47189708,2022-09-17,2022-09-17 08:00:00
104,104,1663459200,19333.7,20098.41,20085.97,19414.18,319.30209217,2022-09-18,2022-09-18 08:00:00
103,103,1663545600,18250.0,19679.94,19424.59,19531.07,980.58656679,2022-09-19,2022-09-19 08:00:00
102,102,1663632000,18726.11,19631.78,19528.95,18884.48,1266.31760061,2022-09-20,2022-09-20 08:00:00
101,101,1663718400,18150.0,20373.19,18871.12,18458.36,1494.60836957,2022-09-21,2022-09-21 08:00:00
100,100,1663804800,18362.89,19521.81,18451.66,19403.41,1990.87890052,2022-09-22,2022-09-22 08:00:00
99,99,1663891200,18530.85,19499.04,19400.57,19282.26,1088.38439697,2022-09-23,2022-09-23 08:00:00
98,98,1663977600,18808.4,19309.93,19303.84,18920.31,447.68929351,2022-09-24,2022-09-24 08:00:00
97,97,1664064000,18632.24,19184.19,18929.77,18810.88,560.4466377,2022-09-25,2022-09-25 08:00:00
96,96,1664150400,18685.0,19314.46,18810.55,19228.12,1647.96163056,2022-09-26,2022-09-26 08:00:00
95,95,1664236800,18817.84,20384.54,19226.37,19080.72,2759.11822927,2022-09-27,2022-09-27 08:00:00
94,94,1664323200,18476.0,19775.0,19082.86,19420.67,1690.64627551,2022-09-28,2022-09-28 08:00:00
93,93,1664409600,18850.0,19643.37,19418.08,19593.76,1222.13892369,2022-09-29,2022-09-29 08:00:00
92,92,1664496000,19146.8,20180.0,19599.42,19417.14,1594.09562398,2022-09-30,2022-09-30 08:00:00
91,91,1664582400,19164.72,19475.0,19412.59,19302.65,370.36249967,2022-10-01,2022-10-01 08:00:00
90,90,1664668800,18921.57,19390.0,19298.37,19064.28,788.0550944,2022-10-02,2022-10-02 08:00:00
89,89,1664755200,18963.88,19718.63,19059.48,19627.94,2117.49836278,2022-10-03,2022-10-03 08:00:00
88,88,1664841600,19483.5,20470.37,19624.86,20339.02,2302.50948399,2022-10-04,2022-10-04 08:00:00
87,87,1664928000,19729.66,20363.77,20339.02,20150.51,2015.88158689,2022-10-05,2022-10-05 08:00:00
86,86,1665014400,19857.01,20449.54,20146.15,19956.11,3130.43727214,2022-10-06,2022-10-06 08:00:00
85,85,1665100800,19324.49,20059.12,19951.37,19530.83,1975.46030966,2022-10-07,2022-10-07 08:00:00
84,84,1665187200,19241.03,19625.0,19523.68,19412.2,810.4316987,2022-10-08,2022-10-08 08:00:00
83,83,1665273600,19321.75,19557.85,19415.92,19435.85,796.65530707,2022-10-09,2022-10-09 08:00:00
82,82,1665360000,19023.85,19525.0,19432.56,19125.94,1778.09110622,2022-10-10,2022-10-10 08:00:00
